playerID,birthYear,nameGiven,weight,height,bats,throws
buckied01,1876,Frederick Bristol,,,,
buckjo01,1980,Johnathan Richard,245,75,R,R
buckldi01,1858,Richard D.,195,70,R,R
bucklje01,1890,Jesse Robert,205,74,L,L
buckljo01,1870,John Edward,200,73,L,R
bucklke01,1959,Kevin John,200,73,R,R
bucknbi01,1949,William Joseph,185,72,L,L
bucknbi02,1983,William Jennings,205,74,R,R
bucktr01,1983,Travis George,230,74,L,R
budasma01,1952,Mark David,180,72,B,L
budd01,1865,Jay Cook,,,,
buddery01,1979,Ryan Dean,210,71,R,R
buddido01,1934,Donald Thomas,178,71,R,R
buddimi01,1970,Michael Joseph,210,75,R,R
budnimi01,1919,Michael Joe,200,73,R,R
budzima01,1973,Mark Joseph,180,74,L,L
buechst01,1961,Steven Bernard,190,74,R,R
buehrma01,1979,Mark Alan,240,74,L,L
bueloch01,1877,Charles John,,,R,R
buelofr01,1876,Frederick William Alexander,170,70,R,R
buenofr01,1981,Francisley,205,71,L,L
buentja01,1983,Jay Phillip,185,74,R,R
buesar01,1888,Arthur Frederick,184,71,R,R
buffich01,1861,Charles G.,180,73,R,R
buforda01,1970,Damon Jackson,170,70,R,R
bufordo01,1937,Don Alvin,160,67,B,R
buhlbo01,1928,Robert Ray,180,74,R,R
buhneja01,1964,Jay Campbell,220,75,R,R
buicede01,1957,DeWayne Allison,170,72,R,R
bukercy01,1918,Cyril Owen,190,71,L,R
bukerha01,1859,Henry Leslie,140,,,
bukviry01,1978,Ryan Adrien,250,74,R,R
bulgeja01,1978,Jason Patrick,215,76,R,R
bulkemo99,1837,Morgan Gardner,,,,
bullage01,1928,George Donald,165,69,R,R
bullasi01,1863,Simeon Edward,150,67,R,R
bullesc01,1968,Scott Douglas,200,74,L,L
bullibr01,1980,Bryan Paul,210,76,R,R
bullibu01,1952,Terry Charles,200,73,R,R
bulliji01,1965,James Eric,185,74,R,R
bulliki01,1969,Kirk Matthew,170,74,R,R
bulloer01,1960,Eric Gerald,185,71,L,L
bullore01,1911,Malton Joseph,192,73,L,L
bumbral01,1947,Alonza Benjamin,170,68,L,R
bumgama01,1989,Madison Kyle,235,77,R,L
bumpna01,1976,Nathan Louis,195,74,L,R
buncejo01,1847,Joshua,,,,
bunchme01,1971,Melvin Lynn,165,73,R,R
bundydy01,1992,Dylan Matthew,200,73,B,R
bunkewa01,1945,Wallace Edward,197,74,R,R
bunniji01,1931,James Paul David,190,75,R,R
burawda01,1988,Daniel James,210,74,R,R
burbabi01,1947,William David,215,76,R,R
burbada01,1966,David Allen,220,76,R,R
burbrne01,1921,Nelson Edward,195,70,R,R
burchal01,1883,Albert William,160,68,L,R
burcher01,1856,Ernest A.,190,70,L,R
burchfr01,1879,Frederick Duff,190,71,R,L
burchla01,1946,Larry Wayne,205,75,R,R
burdabo01,1938,Edward Robert,174,71,L,L
burdefr01,1936,Freddie Thomason,170,73,R,R
burdele01,1926,Selva Lewis,180,74,R,R
burdibi01,1859,William Byron,,,R,R
burdoja01,1852,John Joseph,158,69,R,R
burgesm01,1927,Forrest Harrill,185,68,L,R
burgeto01,1927,Thomas Roland,180,72,L,L
burgjo01,1882,Joseph Peter,143,70,R,R
burgmto01,1943,Thomas Henry,185,71,L,L
burgoam01,1984,Ambiorix,235,75,R,R
burgobi01,1919,William Ross,185,68,R,R
burgoen01,1965,Enrique,195,76,L,L
burgoen02,1990,Enrique,250,75,R,R
burgohi01,1987,Hiram Alexis,210,71,R,R
buricbi01,1918,William Max,180,72,R,R
burkach01,1892,Chauncey DePew,175,71,L,R
burkael01,1917,Elmer Robert,190,74,R,R
burkebi01,1862,William Rickard,210,75,,R
burkebi02,1889,William Ignatius,165,70,L,L
burkebo01,1907,Robert James,150,72,L,L
burkech01,1980,Christopher Allen,180,71,R,R
burkeda01,1868,Daniel L.,190,70,R,R
burkeed01,1866,Edward D.,161,66,L,R
burkefr01,1880,Frank Aloysius,,,,R
burkegl01,1952,Glenn Lawrence,195,72,R,R
burkegr01,1982,Gregory Francis,215,76,R,R
burkeja01,,James,,,,
burkeja02,1971,James Eugene,195,72,R,R
burkeje01,1868,Jesse Cail,155,68,L,L
burkeji01,1874,James Timothy,160,67,R,R
burkejo01,1867,Joseph Aloysius,160,67,,
burkejo02,1877,John Patrick,,,R,R
burkejo03,1964,John David,175,74,R,R
burkejo04,1970,John C.,220,76,B,R
burkele01,1902,Leslie Kingston,168,69,L,R
burkele02,1934,Leo Patrick,185,71,R,R
burkemi01,1854,Michael E.,190,72,R,R
burkepa01,1901,Patrick Edward,170,70,R,R
burkest01,1955,Steven Michael,200,74,B,R
burketi01,1959,Timothy Philip,205,75,R,R
burkhke01,1916,Kenneth William,190,73,R,R
burkhmo01,1972,Morgan,225,71,B,L
burkma01,1935,Mack Edwin,180,76,R,R
burksa01,1887,Charles Sanford,155,68,R,R
burksel01,1964,Ellis Rena,175,74,R,R
burleri01,1951,Richard Paul,165,70,R,R
burneaj01,1977,Allan James,230,76,R,R
burneal01,1987,Alex James,220,72,R,R
burnehe01,1865,Hercules H.,177,71,R,
burneja01,1879,John Jeirus,,,B,
burnejo01,1904,John Henderson,175,71,L,R
burnese01,1982,Sean Richard,180,73,L,L
burnewa01,1929,Wallace Harper,178,72,R,R
burnhwa99,1860,George Walter,,,,
burnije01,1969,Jeromy Neal,190,72,L,R
burnsbi01,1880,William Thomas,195,74,B,L
burnsbi02,1989,William John,180,69,B,R
burnsbr01,1959,Robert Britt,215,77,L,L
burnscb01,1879,Charles Brittingham,175,72,R,R
burnsco01,1987,Cory Wade,205,73,R,R
burnsde01,1898,Dennis,180,70,R,R
burnsdi01,1863,Richard Simon,140,67,L,L
burnsed01,1887,Edward James,165,66,R,R
burnsfa01,1876,James Joseph,168,67,,R
burnsge01,1889,George Joseph,160,67,R,R
burnsge02,1893,George Henry,180,73,R,R
burnsja01,1878,John Joseph,160,70,R,R
burnsja02,1907,John Irving,175,70,L,L
burnsji01,,James Milton,168,67,R,
burnsjo01,1889,Joseph Francis,170,71,L,L
burnsjo02,1900,Joseph Francis,175,72,R,R
burnsjo03,1916,Joseph James,175,70,R,R
burnsmi01,1978,Michael John,210,73,R,R
burnsoy01,1864,Thomas P.,183,68,R,R
burnspa01,1861,John E.,148,65,,
burnspe01,1930,Peter Willits,180,74,R,L
burnssh01,1954,Sheldon John,200,77,R,L
burnsto01,1857,Thomas Everett,152,67,R,R
burnsto02,1963,Todd Edward,186,74,R,R
burpoge01,1922,George Harvie,195,72,R,L
burral01,1893,Alexander Thomson,190,75,R,R
burrebr01,1981,Brian James,175,73,L,L
burrebu01,1866,Frank Andrew,165,70,R,R
burreha01,1867,Harry J.,,,,L
burrepa01,1976,Patrick Brian,235,76,R,R
burrial01,1874,Alva Burton,,,R,R
burriem01,1985,Emmanuel Allen,190,72,B,R
burrila01,1937,Larry Allen,170,71,R,R
burripa01,1923,Paul Robert,190,72,R,R
burrira01,1950,Bertram Ray,200,77,R,R
burrohe01,1845,Henry S.,147,68,,
burroje01,1951,Jeffrey Alan,200,73,R,R
burrojo01,1913,John,200,70,R,L
burrose01,1980,Sean Patrick,195,73,L,R
burrote01,1968,Terry Dale,185,73,L,L
burrudi01,1898,Maurice Lennon,175,71,L,L
burtfr01,,Frank J.,,,,
burtoel01,1936,Ellis Narrington,160,71,B,R
burtoja01,1981,Levi Jared,225,77,R,R
burtoji01,1949,Jim Scott,195,75,R,L
burtsmo01,1922,Edward Frank,208,75,R,R
burttde01,1957,Dennis Allen,180,72,R,R
burwebi01,1895,William Edwin,175,71,L,R
burwedi01,1940,Richard Matthew,190,73,R,R
busbyji01,1927,James Franklin,175,73,R,R
busbymi01,1972,Michael James,210,76,R,R
busbypa01,1918,Paul Miller,175,73,L,R
busbyst01,1949,Steven Lee,205,74,R,R
buschbr01,1981,Brian Phillip,200,72,L,R
buschdo01,1946,Donald Lee,170,72,R,R
busched01,1917,Edgar John,175,70,R,R
buschmi01,1968,Michael Anthony,245,77,R,R
bushda01,1979,David Thomas,205,74,R,R
bushdo01,1887,Owen Joseph,140,66,B,R
bushefr01,1906,Francis Clyde,180,72,R,R
busheja01,1886,John Francis,175,74,R,R
bushgu01,1901,Guy Terrell,175,72,R,R
bushho01,1972,Homer Giles,180,70,R,R
bushich01,1967,Christopher Shaun,183,72,R,R
bushjo01,1892,Leslie Ambrose,173,69,R,R
bushodo01,1856,Albert John,165,71,R,R
bushra01,1958,Robert Randall,186,73,L,L
buskejo01,1902,Joseph Henry,160,65,R,R
buskemi01,1949,Michael Thomas,160,71,R,R
busketo01,1947,Thomas William,200,75,R,R
bussera01,1948,Raymond Edward,175,76,R,R
bussni01,1986,Nicholas Gregory,190,74,L,R
butchha01,1886,Henry Joseph,180,70,R,R
butchjo01,1957,John Daniel,185,76,R,R
butchma01,1910,Albert Maxwell,220,74,R,R
butchmi01,1965,Michael Dana,200,73,R,R
buterdr01,1983,Andrew Edward,200,73,R,R
butersa01,1952,Salvatore Philip,190,72,R,R
butkaed01,1916,Edward Luke,193,75,R,R
butlabi01,1918,Wilburn Rue,185,77,R,L
butlead01,1973,Adam Christopher,225,74,L,L
butlear01,1887,Arthur Edward,160,69,R,R
butlebi01,1861,William J.,,,,
butlebi02,1947,William Franklin,210,74,L,L
butlebi03,1986,Billy Ray,240,73,R,R
butlebr01,1957,Brett Morgan,160,70,L,L
butlebr02,1978,Justin Brent,180,72,R,R
butlece01,1937,Cecil Dean,195,76,R,R
butlech01,1906,Charles Thomas,210,73,R,L
butleda01,1986,Daniel John,210,70,R,R
butledi01,1869,Richard Henry,,,,
butleed01,1991,Timothy Edward,180,74,R,R
butlefr01,1860,Frank Dean,155,67,L,L
butleik01,1873,Isaac Burr,175,72,,R
butlejo01,1879,John Albert,170,67,R,R
butlejo02,1893,John Stephen,175,72,R,R
butlejo03,1984,Joshua James,205,77,R,R
butlejo04,1986,Joseph Frank,220,74,R,R
butleke01,1989,Keith Allen,170,72,R,R
butleki01,1861,Frank Edward,140,66,,
butleki02,1887,Willis Everett,155,71,R,R
butleor99,1854,Ormond Hook,,,,
butleri01,1973,Richard Dwight,180,73,L,R
butlero01,1970,Robert Frank John,185,71,L,L
buttefr01,1851,Frank,,,,
butteto01,1938,Thomas Arden,195,74,R,R
buxtoby01,1993,Byron Keiron,190,74,R,R
buxtora01,1911,Ralph Stanley,163,71,R,R
buzasjo01,1919,Joseph John,180,73,R,R
buzhajo01,1936,John William,195,74,R,R
byerlbu01,1920,Eldred William,185,74,R,R
byersbi01,1877,James William,210,67,L,R
byersbu01,1875,Christopher Andy,175,,,
byersra01,1964,Randall Parker,180,74,L,R
bynumfr01,1980,Freddie Lee,185,73,L,R
bynummi01,1978,Michael Alan,200,76,L,L
byrdati01,1973,Timothy Christopher,190,71,L,L
byrdha01,1925,Harry Gladwin,188,73,R,R
byrdje01,1956,Jeffrey Alan,195,75,R,R
byrdji01,1968,James Edward,185,73,R,R
byrdma01,1977,Marlon Jerrard,245,72,R,R
byrdpa01,1970,Paul Gregory,185,73,R,R
byrdsa01,1906,Samuel Dewey,175,70,R,R
byrnebo01,1884,Robert Matthew,145,67,R,R
byrnech99,1843,Charles H.,,,,
byrneer01,1976,Eric James,200,74,R,R
byrneje01,1907,Gerald Wilford,170,72,R,R
byrneji01,1880,James Joseph,150,69,R,R
byrnemi01,1916,Milton John,170,70,L,L
byrneto01,1919,Thomas Joseph,182,73,L,L
bystrma01,1958,Martin Eugene,200,77,R,R
cabalpu01,1927,Ralph Joseph,170,70,R,R
cabelen01,1949,Enos Milton,170,76,R,R
cabrace01,1989,Cesar Augusto,250,75,L,L
cabreal01,1881,Alfredo A.,,70,R,R
cabreal02,1971,Alexander Alberto,217,74,R,R
cabreal03,1988,Alberto Antonio,210,76,R,R
cabreas01,1985,Asdrubal Jose,205,72,B,R
cabreda01,1981,Daniel Alberto,225,79,R,R
cabreed01,1987,Edwar Alfonso,195,72,L,L
cabreev01,1986,Everth,190,70,B,R
cabrefe01,1981,Fernando Jose,225,76,R,R
cabrefr01,1966,Francisco,195,76,R,R
cabrejo01,1972,Jose Alberto,205,72,R,R
cabrejo02,1972,Jolbert Alexis,205,74,R,R
cabreme01,1984,Melky,210,70,B,L
cabremi01,1983,Jose Miguel,240,76,R,R
cabreor01,1974,Orlando Luis,195,70,R,R
cabrera01,1989,Ramon Salvador,195,68,B,R
cacekcr01,1954,Craig Thomas,200,73,R,R
cacered01,1964,Edgar Fidel,170,73,B,R
cadargr01,1962,Gregory James,210,75,L,L
cadorle01,1891,Leon Joseph,190,73,R,R
cadych01,1864,Charles Brayton,180,71,,
cadyhi01,1886,Forrest Leroy,179,74,R,R
cafegto01,1911,Thomas,160,70,L,R
caffijo01,1931,Joseph Clifford,180,70,L,R
caffybe01,1879,Benjamin Thomas,175,70,L,L
cagewa01,1951,Wayne Levell,205,76,L,L
cahiljo01,1865,John Patrick Parnell,168,67,R,R
cahilto01,1868,Thomas H.,150,67,,
cahiltr01,1988,Trevor John,240,76,R,R
cainbo01,1924,Robert Max,165,72,L,L
cainle01,1948,Leslie,200,73,L,L
cainlo01,1986,Lorenzo Lamar,205,74,R,R
cainma01,1984,Matthew Thomas,230,75,R,R
cainsu01,1907,Merritt Patrick,190,71,L,R
cairnca01,1972,Cameron,195,72,L,L
cairomi01,1974,Miguel Jesus,225,73,R,R
caithge01,1910,George Theodore,160,67,R,R
caldeiv01,1962,Ivan,220,73,R,R
caldesa01,1926,Samuel Francis,185,70,R,R
caldwbr01,1906,Bruce,195,72,R,R
caldwch01,1901,Charles William,180,70,R,R
caldwea01,1905,Earl Welton,178,73,R,R
caldwmi01,1949,Ralph Michael,185,72,R,L
caldwra01,1884,Ralph Grant,155,69,L,L
caldwra02,1888,Raymond Benjamin,190,74,L,R
calerki01,1975,Enrique Nomar,180,73,R,R
calhobi01,1890,William Davitte,180,72,L,L
calhoja01,1879,John Charles,185,72,R,R
calhoje01,1958,Jeffrey Wilton,190,74,L,L
calhoko01,1987,Kole Alan,200,70,L,L
calica01,1978,Carmen Salvatore,185,70,L,L
caligfr01,1918,Frederick John,190,72,R,R
calihwi01,1868,William T.,150,68,,R
calixor01,1992,Orlando,160,71,R,R
callaal01,1983,Alberto Jose,225,69,B,R
callabe01,1957,Benjamin Franklin,230,79,R,R
callada01,1888,David Joseph,165,70,L,R
callaed01,1857,Edward Joseph,,,,
callafr01,1898,Frank Burnett,170,72,R,R
callaji01,1881,James Timothy,145,69,R,R
callajo01,1916,Joseph Thomas,170,74,R,R
callajo02,1874,John William,,,,
callale01,1890,Leo David,142,68,L,L
callama01,1900,Martin Francis,157,70,L,L
callami01,1975,Michael Christopher,190,74,R,R
callani01,1874,James Joseph,180,70,R,R
callapa01,,Patrick J.,160,68,,
callara01,1891,Raymond James,170,70,L,L
callawe01,1888,Wese LeRoy,155,67,R,R
callijo01,1939,John Wesley,175,70,L,R
calloro01,1976,Ronald Isiah,210,73,L,L
calmudi01,1944,Richard Lee,187,76,R,R
calvema01,1956,Mark,195,73,R,R
calvepa01,1917,Paul Leo Emile,175,72,R,R
calvoja01,1894,Jacinto,156,70,L,L
calzana01,1977,Napoleon,201,75,R,R
camacer01,1955,Ernest Carlos,180,73,R,R
cambrfr01,1948,Frederick Dennis,195,74,R,R
camelha01,1914,Henry Richard,190,71,R,R
camerja01,1884,John Stanley,170,70,R,R
camerke01,1979,Kevin John,195,72,R,R
camermi01,1973,Michael Terrance,210,74,R,R
camildo01,1907,Adolph Louis,185,70,L,L
camildo02,1936,Douglas Joseph,195,71,R,R
camillo01,1946,Louis Steven,170,70,B,R
caminar01,1987,Arquimedes Euclides,245,76,R,R
caminke01,1963,Kenneth Gene,200,72,B,R
cammaer01,1975,Eric Wade,175,73,R,R
camniha01,1884,Henry Richardson,168,73,R,R
camniho01,1881,Samuel Howard,169,69,R,R
campaal01,1916,Alexander Sebastian,185,72,B,R
campabe01,1942,Dagoberto,160,70,R,R
campaco01,1863,Charles Columbus,160,71,L,R
campaji01,1944,James Alexander,195,72,R,R
camparo01,1921,Roy,190,69,R,R
campato01,1986,Anthony Edward,165,68,L,L
campbar01,1903,Archibald Stewart,180,72,R,R
campbbi01,1873,William James,165,70,L,L
campbbi02,1948,William Richard,185,75,R,R
campbbr01,1909,Bruce Douglas,185,73,L,R
campbbr02,1981,Richard Brett,170,72,R,R
campbda01,1942,David Wilson,180,73,R,R
campbda02,1951,David Alan,210,75,R,R
campber01,1987,Eric Singleton,205,75,R,R
campbgi01,1908,William Gilthorpe,182,67,L,R
campbhu01,1846,Hugh F.,,,,
campbhu02,1884,Marc Thaddeus,155,70,L,R
campbji01,1937,James Robert,190,72,R,R
campbji02,1943,James Robert,205,72,L,R
campbji03,1966,James Marcus,175,71,L,L
campbjo01,1907,John Millard,184,73,R,R
campbjo02,1944,Joseph Earl,175,73,R,R
campbke01,1964,Kevin Wade,225,74,R,R
campbmi01,1964,Michael Thomas,210,75,R,R
campbmi02,1850,Michael,,,,
campbpa01,1917,Paul McLaughlin,185,70,L,L
campbro01,1940,Ronald Thomas,180,73,R,R
campbsa01,,Samuel,,,,
campbso01,1915,Clarence,188,73,L,R
campbvi01,1888,Arthur Vincent,185,72,L,R
campeca01,1952,Cardell,208,75,R,R
campfsa01,1868,William Holton,185,72,R,R
campho01,1893,Howard Lee,169,69,L,R
campijo01,1978,Jorge Hidalgo,230,72,R,R
campisa01,1942,Salvatore John,210,74,R,R
campki01,1869,Winfield Scott,160,72,B,R
cample01,1868,Robert Plantagenet Llewellan,175,72,L,R
campofr01,1924,Francisco Jose,180,71,L,L
campole01,1987,Leonel Enrique,200,74,R,R
campri01,1953,Rick Lamar,195,73,R,R
campsh01,1975,Shawn Anthony,205,73,R,R
campusi01,1965,Silvestre,160,72,R,R
canalge01,1965,George Anthony,190,73,L,R
canatwi01,1971,William Emisael,170,72,R,R
canavhu01,1897,Hugh Edward,160,68,L,L
canavji01,1866,James Edward,160,68,R,R
cancero01,1976,Robinson Castro,225,71,R,R
candaca01,1961,Casey Todd,160,69,B,R
candejo01,1953,John Robert,230,79,L,L
candimi01,1917,Milo Cain,187,72,R,R
candito01,1957,Thomas Caesar,205,75,R,R
caneijo01,1952,John Cascaes,180,75,R,R
cangejo01,1963,John Anthony,150,68,B,L
canhama01,1989,Mark David,200,73,R,R
canizba01,1979,Barbaro Rafael,240,75,R,R
canizja01,1973,Jason Kyle,170,69,R,R
canneri01,1880,Wirt Virgin,180,70,L,R
cannian01,1978,Andrew Lee,170,70,R,R
cannich01,1938,Christopher John,190,72,R,R
cannojo01,1953,Joseph Jerome,193,75,L,R
canojo01,1962,Joselito,175,75,R,R
canoro01,1982,Robinson Jose,210,72,L,R
cansejo01,1964,Jose,240,76,R,R
canseoz01,1964,Osvaldo,220,74,R,R
cantijo99,1861,Joseph D.,,,,
cantrgu01,1904,Guy Dewey,190,72,R,R
cantujo01,1982,Jorge Luis,205,75,R,R
cantwbe01,1902,Benjamin Caldwell,168,73,R,R
cantwmi01,1894,Michael Joseph,160,72,L,L
cantwto01,1888,Thomas Aloysius,175,73,R,R
cantzba01,1860,Bartholomew L.,,,R,R
canzlru01,1986,Russell Michael,220,74,R,R
capeljo01,1981,Jose Francisco,245,76,R,R
capelmi01,1961,Michael Lee,175,73,R,R
capildo01,1952,Douglas Edmund,160,71,L,L
cappsca01,1990,Carter Lewis,220,77,R,R
cappsma01,1983,Matthew Dicus,250,74,R,R
cappuge01,1954,George Angelo,175,72,R,L
caprabu01,1947,Lee William,168,70,R,R
caprani01,1958,Nick Lee,165,68,R,R
capripa01,1918,Patrick Nicholas,170,72,R,R
caprora01,1889,Ralph Earl,165,71,L,R
capuach01,1978,Christopher Frank,220,75,L,L
carabra01,1969,Ramon,150,67,B,R
carawpa01,1905,Cecil Bradford Patrick,175,76,L,L
carbijo01,1855,John C.,187,72,,
carbobe01,1947,Bernardo,173,71,L,R
cardead01,1987,Adrian,205,72,L,R
cardejo01,1921,John Bruton,210,77,R,R
cardejo02,1943,Jose Rosario Domec,150,70,R,R
cardele01,1938,Leonardo Lazaro,160,71,R,R
cardico01,1942,Conrad Seth,190,73,R,R
cardobe01,1920,Armand Joseph,195,75,R,R
cardoja01,1975,Javier Peterson,185,73,R,R
cardwdo01,1935,Donald Eugene,210,76,R,R
carewro01,1945,Rodney Cline,170,72,L,R
careyan01,1931,Andrew Arthur,190,73,R,R
careyma01,1890,Max George,170,71,B,R
careypa01,1968,Paul Stephan,220,76,L,R
careyro01,1865,Roger J.,,,,
careysc01,1870,George C.,175,71,R,R
careyto01,1846,Thomas Joseph,145,68,R,R
careyto02,1906,Thomas Francis Aloysius,170,68,R,R
carfred01,1863,Edwin M.,,,,
cargobo01,1868,Robert J.,,,R,R
carides01,1983,Esmailin Manuel,195,70,R,R
carigan01,1986,Gary Andrew,235,71,R,R
carisfr01,1881,Frederick Behlmer,174,70,R,R
carleji01,1848,James Leslie,155,68,,
carlete01,1906,James Otto,180,73,B,R
carlfr01,1858,Frederick E.,158,66,L,L
carliji01,1918,James Arthur,165,71,R,R
carlilu01,1980,Lucas Christopher,190,70,B,R
carliwa01,1881,Walter,154,69,B,R
carlle01,1832,Lewis Adolph,,,,
carloci01,1940,Francisco Manuel,205,75,R,R
carlsda01,1970,Daniel Steven,185,73,R,R
carlsdo01,1926,Donald Herbert,175,73,R,R
carlsha01,1892,Harold Gust,180,72,R,R
carlsje01,1980,Jesse Craig,160,72,L,L
carlsle01,1895,Leon Alton,195,75,R,R
carlssw01,1886,Albin Oscar,167,72,R,R
carltst01,1944,Steven Norman,210,76,L,L
carlybu01,1977,Earl L.,210,75,L,R
carlycl01,1902,Hiram Cleo,170,72,L,R
carlyro01,1900,Roy Edward,195,74,L,R
carmado01,1959,Donald Wayne,195,75,L,L
carmage01,1866,George Wartman,139,64,,
carmedu01,1937,Leon James,202,75,L,L
carmich01,1888,Chester Keller,200,71,R,R
carmofa01,1980,Roberto,230,76,R,R
carmora01,1972,Rafael,185,74,L,R
carnebi01,1874,William John,,70,B,R
carneed01,1916,Edwin Elliott,185,72,L,L
carnejo01,1866,John Joseph,175,70,R,R
carnepa01,1876,Patrick Joseph,200,72,L,L
carpean01,1985,Andrew James Rudolph,240,75,R,R
carpebo01,1917,Robert Louis,195,75,R,R
carpebu01,1968,Charles Sydney,195,73,L,L
carpech01,1975,Christopher John,230,78,R,R
carpech02,1985,Christopher John,220,76,R,R
carpecr01,1965,Cris Howell,195,73,R,R
carpeda01,1985,Darrell David,230,74,R,R
carpeda02,1987,David Lee,180,75,R,R
carpehi01,1855,Warren William,186,71,R,L
carpele01,1913,Lewis Emmett,195,74,R,R
carpema01,1985,Matthew Martin,215,75,L,R
carpepa01,1894,Paul Calvin,165,71,R,R
carpifr01,1938,Frank Dominic,172,70,L,L
carpmi01,1986,Christopher Michael,210,72,L,R
carraal01,1912,Alejandro Eloy,182,73,R,R
carraca01,1987,Carlos Luis,210,76,R,R
carrach01,1926,Alfonso,170,72,R,R
carradj01,1977,Daniel,215,76,R,R
carragi01,1968,Giovanni,225,74,R,R
carrahe01,1969,Hector,235,74,R,R
carrch01,1876,Charles Carbitt,195,74,R,R
carrch02,1967,Charles Lee Glenn,155,70,B,R
carream01,1964,Amalio Rafael,170,72,R,R
carreca01,1937,Camilo,190,73,R,R
carreez01,1987,Ezequiel Manuel,185,70,L,L
carrejo01,1987,Joel Fernando,255,74,R,R
carrema01,1963,Mark Steven,170,72,R,L
carribi01,1873,William Martin,150,70,R,R
carribi02,1883,William Francis,175,69,R,R
carrice01,1984,Cesar,170,75,R,R
carrido01,1949,Donald George,180,74,R,R
carrima01,1963,Matias,185,71,L,L
carrle01,1872,Lewis Smith,200,74,R,R
carrobr01,1982,Brett Michael,210,71,R,R
carroch01,,,,,,
carrocl01,1859,Samuel Clifford,163,68,B,R
carrocl02,1941,Clay Palmer,178,73,R,R
carrodi01,1884,Richard Thomas,,74,R,R
carrodi02,1891,Dorsey Lee,165,71,L,R
carrodo01,1891,Ralph Arthur,170,72,R,R
carroed01,1907,Edgar Fleischer,185,75,R,R
carrofr01,1864,Frederick Herbert,185,71,R,R
carroja01,1974,Jamey Blake,175,70,R,R
carroow01,1902,Owen Thomas,165,70,R,R
carropa01,1853,Patrick,,,,
carrosc01,1860,John E.,,67,R,
carrosc02,1984,Scott Alexander,215,76,R,R
carroto01,1936,Thomas Edward,186,75,R,R
carroto02,1952,Thomas Michael,190,75,L,R
carseki01,1872,Wilfred,168,67,L,R
carsoal01,1882,Albert James,162,70,R,R
carsoki01,1912,Walter Lloyd,180,72,L,L
carsoma01,1981,Matthew Reese,200,74,R,R
carsoro01,1989,Robert N.,240,76,L,L
carswfr01,1919,Frank Willis,195,72,R,R
cartean01,1968,Andrew Godfrey,200,77,L,L
cartear01,1918,Arnold Lee,170,70,L,L
cartebl01,1902,Otis Leonard,175,70,R,R
cartech01,1982,William Christopher,230,72,L,L
cartech02,1986,Vernon Christopher,250,76,R,R
cartega01,1954,Gary Edmund,205,74,R,R
carteho01,1904,John Howard,154,70,R,R
carteje01,1964,Jeffrey Allen,195,75,R,R
cartejo01,1960,Joseph Chris,215,75,R,R
cartela01,1965,Larry Gene,195,77,R,R
cartela02,1974,Lance David,190,73,R,R
carteni01,1879,Conrad Powell,140,68,L,R
cartepa01,1894,Paul Warren,175,75,L,R
carteso01,1908,Solomon Mobley,178,72,R,R
cartest01,1964,Steven Jerome,201,76,L,R
cartwal99,1820,Alexander Joy,,,,
cartwed01,1859,Edward Charles,220,70,R,R
cartyri01,1939,Ricardo Adolfo Jacobo,200,75,R,R
carusmi01,1977,Michael John,172,73,L,R
carutbo01,1864,Robert Lee,138,67,L,R
carvama01,1984,Marcos Jose,175,76,R,R
carych01,1960,Charles Douglas,210,76,L,L
carysc01,1923,Scott Russell,168,71,L,L
casalcu01,1988,Curtis Michael,230,74,R,R
casalje01,1933,Gennaro Joseph,200,74,R,R
casanpa01,1941,Paulino,180,76,R,R
casanra01,1972,Raul,200,72,B,R
cascajo01,1907,Joseph Thomas,175,70,R,R
casech01,1879,Charles Emmett,170,72,R,R
casege01,1915,George Washington,183,72,R,R
caseybi01,,Tommy,,,,L
caseybo01,1859,Orrin Robinson,190,71,R,
caseyda01,1862,Daniel Maurice,180,72,R,L
caseyde01,1858,Dennis Patrick,164,69,L,R
caseydo01,1870,James Patrick,157,66,B,R
caseyhu01,1913,Hugh Thomas,207,73,R,R
caseyjo01,1887,Joseph Felix,180,69,R,R
caseyse01,1974,Sean Thomas,215,76,L,R
cashda01,1948,David,170,71,R,R
cashica01,1891,Jay Carl,200,74,L,R
cashke01,1977,Kevin Forrest,200,72,R,R
cashnan01,1986,Andrew Burton,225,77,R,R
cashno01,1934,Norman Dalton,185,72,L,L
cashro01,1949,Ronald Forrest,180,72,R,R
casiala01,1965,Lawrence Paul,170,72,R,L
casilal01,1984,Alexi,170,69,B,R
casimca01,1976,Carlos Rafael,179,71,R,R
caskecr01,1949,Craig Douglas,185,71,B,L
caskied01,1851,Edward James,165,69,R,R
cassaha01,1880,Harry Delbert,145,68,L,L
cassebo01,1985,Robert Alan,220,75,R,R
casseja01,1980,Joseph Buren,190,74,R,R
cassied01,1867,Edward T.,160,68,,R
cassija01,1919,Jack Dempsey,175,70,R,R
cassijo01,1855,John P.,168,68,R,L
cassijo02,1883,Joseph Philip,144,69,R,R
cassipe01,1873,Peter Francis,165,70,R,R
cassisc01,1975,Scott Robert,175,74,R,R
casteal01,1986,Alejandro Luis,200,72,R,R
castege01,1907,George Jasper,180,73,R,R
casteni01,1992,Nicholas A.,210,76,R,R
castepe01,1970,Pedro Orlando,165,67,R,R
castial01,1970,Alberto Terrero,184,72,R,R
castial02,1975,Alberto,255,74,L,L
