playerID,birthYear,nameGiven,weight,height,bats,throws
iguchta01,1974,Tadahito,185,70,R,R
ilslebl01,1964,Blaise Francis,195,73,L,L
imlaydo01,1889,Harry Miller,168,71,R,R
incavpe01,1964,Peter Joseph,225,73,R,R
inciaen01,1990,Ender David,185,70,L,L
infanal01,1961,Fermin Alexis,175,70,R,R
infangr01,1987,Gregory Alexander,215,74,R,R
infanom01,1981,Omar Rafael,195,71,R,R
ingebr01,1977,Charles Brandon,190,71,R,R
ingerbo01,1883,Robert Randolph,175,71,R,R
ingersc01,1886,William John,172,73,R,R
inglejo01,1978,Joseph Steven,175,69,L,R
ingrach01,1860,Charles W.,170,71,,
ingraga01,1970,Garey Lamar,180,71,R,R
ingrame01,1904,Melvin David,175,71,R,R
ingrari01,1966,Riccardo Benay,205,72,R,R
inksbe01,1871,Albert John,175,75,L,L
innisje01,1962,Jeffrey David,170,73,R,R
iorgda01,1950,Dane Charles,180,72,L,R
iorgga01,1954,Garth Ray,170,71,R,R
iottha01,1876,Frederick Bidds,175,70,R,R
iottho01,1919,Clarence Eugene,200,74,B,L
irabuhi01,1969,Hideki,240,76,R,R
irelaha01,1890,Harold,165,67,B,R
irelati01,1953,Timothy Neal Christopher,180,72,B,R
iribahe01,1984,Hernan Alcides,195,73,L,R
irvinda01,1964,Daryl Keith,195,75,R,R
irvined01,1882,William Edward,,,R,R
irvinmo01,1919,Montford Merrill,195,73,R,R
irwinar01,1858,Arthur Albert,158,68,L,R
irwinbi01,1859,William Franklin,195,72,R,R
irwinch01,1869,Charles Edwin,160,70,L,R
irwinjo01,1861,John,168,70,L,R
irwinph01,1987,Phillip Andrew,210,75,R,R
irwinto01,1912,Thomas Andrew,165,71,R,R
irwinwa01,1897,Walter Kingsley,170,70,R,R
isaleor01,1959,Orlando,175,69,R,R
isbelfr01,1875,William Frank,190,71,L,R
ishiika01,1973,Kazuhisa,215,72,L,L
ishiktr01,1983,Travis Takashi,220,75,L,L
isrinja01,1972,Jason Derik,235,75,R,R
iviemi01,1952,Michael Wilson,205,75,R,R
iwakuhi01,1981,Hisashi,210,75,R,R
iwamuak01,1979,Akinori,200,69,L,R
izquiha01,1931,Enrique Roberto,175,71,R,R
izquiha02,1977,Hansel,205,74,R,R
izturce01,1980,Cesar David,180,69,B,R
izturma01,1980,Maicer,185,68,B,R
jablora01,1926,Raymond Leo,175,70,R,R
jacklfr01,1876,Frederick Lawrence,180,69,R,R
jacksal01,1935,Alvin Neill,169,70,L,L
jacksau01,1987,Austin Jarriel,205,73,R,R
jacksbi01,1881,William Riley,160,71,L,L
jacksbo01,1962,Vincent Edward,220,73,R,R
jacksbr01,1988,Brett Elliott,220,74,L,R
jacksch01,1883,Herbert Benjamin,,70,,R
jacksch02,1894,Charles Herbert,150,69,L,L
jacksch03,1963,Charles Leo,185,72,R,R
jacksco01,1982,Conor Sims,215,74,R,R
jacksda01,1956,Darrell Preston,150,70,B,L
jacksda02,1962,Danny Lynn,205,72,R,L
jacksda03,1963,Darrin Jay,185,72,R,R
jacksda04,1973,Damian Jacques,160,70,R,R
jacksed01,1983,Edwin,210,75,R,R
jacksge01,1882,George Christopher,180,72,R,R
jacksgr01,1942,Grant Dwight,180,72,B,L
jackshe01,1861,Henry Everett,185,74,R,R
jacksja01,1987,Randy,195,73,R,R
jacksji01,1877,James Benner,165,66,R,R
jacksjo01,1887,Joseph Walker,200,73,L,R
jacksjo02,1909,John Lewis,180,74,R,R
jackske01,1963,Kenneth Bernard,190,73,R,R
jacksla01,1931,Lawrence Curtis,175,73,R,R
jackslo01,1935,Louis Clarence,168,70,L,R
jackslu01,1991,Luke Ray,205,74,R,R
jacksmi01,1946,Michael Warren,190,75,L,L
jacksmi02,1964,Michael Ray,185,73,R,R
jacksra01,1926,Ransom Joseph,180,73,R,R
jacksre01,1946,Reginald Martinez,195,72,L,L
jacksro01,1933,Ronald Harris,225,79,R,R
jacksro02,1953,Ronnie Damien,200,72,R,R
jacksro03,1954,Roy Lee,190,74,R,R
jacksry01,1971,Ryan Dewitte,195,74,L,L
jacksry02,1988,Ryan Christopher,180,75,R,R
jackssa01,1849,Samuel,160,65,R,R
jacksso01,1944,Roland Thomas,150,69,L,R
jacksst01,1982,Steven Nash,230,77,R,R
jackstr01,1903,Travis Calvin,160,70,R,R
jacksza01,1983,Zachary Thomas,220,77,L,L
jacobar01,1902,Arthur Edward,170,70,L,L
jacobba01,1890,William Chester,215,75,R,R
jacobbe01,1881,Albert Leonard,170,72,L,L
jacobbr01,1959,Brook Wallace,175,71,R,R
jacobbu01,1913,Newton Smith,155,71,R,R
jacobbu02,1975,Larry William,255,76,R,R
jacobel01,1892,William Elmer,165,72,R,R
jacobha01,,Harry M.,,,,
jacobja01,1937,Lamar Gary,175,72,R,R
jacobla01,1894,Stuart Louis,186,74,B,R
jacobme01,1894,Merwin John William,165,71,L,L
jacobmi01,1877,Morris Elmore,180,71,,
jacobmi02,1980,Michael James,210,75,L,R
jacobot01,1889,Otto Albert,180,69,R,R
jacobra01,1902,Raymond Frederick,160,72,R,R
jacobsp01,1925,Forrest Vandergrift,155,68,R,R
jacobto01,1925,Anthony Robert,150,69,B,R
jacomja01,1970,Jason James,155,73,L,L
jacqupa01,1947,Patrick Thomas,200,72,R,R
jacquto01,1975,Thomas Patrick,195,74,L,L
jaeckja01,1942,Paul Henry,170,70,R,R
jaegech01,1875,Charles Thomas,195,73,R,R
jaegejo01,1895,Joseph Peter,190,73,R,R
jahajo01,1966,John Emil,195,73,R,R
jahnar01,1895,Arthur Charles,180,72,R,R
jaimeju01,1987,Juan Jose,250,74,R,R
jakubch01,1978,Christopher James,215,74,L,R
jakucsi01,1909,Sigmund,198,74,R,R
jamerle01,1900,Charles Dewey,195,73,L,L
jamesar01,1952,Arthur,170,72,L,L
jamesbe01,1886,Berton Hulon,175,71,L,R
jamesbe02,1905,Robert Byrne,150,69,B,R
jamesbi01,1887,William Henry,195,76,B,R
jamesbi02,1892,William Lawrence,196,75,R,R
jamesbo01,1958,Robert Harvey,215,76,R,R
jamesch01,1937,Charles Wesley,195,73,R,R
jamesch02,1962,Donald Chris,195,73,R,R
jamesch03,1981,Charles Hamilton,190,72,L,L
jamescl01,1940,Cleo Joel,176,70,R,R
jamesde01,1978,Delvin DeWayne,222,76,R,R
jamesdi01,1962,Dion,170,73,L,L
jamesje01,1941,Jeffrey Lynn,195,75,R,R
jamesjo01,1933,John Phillip,160,70,L,R
jamesju01,1981,Justin Duane,215,75,R,R
jamesle01,1889,William L.,175,71,L,L
jamesmi01,1967,Michael Elmo,216,76,R,R
jamesri01,1947,Richard Lee,205,74,R,R
jamessk01,1949,Philip Robert,185,72,L,L
jamiech01,1893,Charles Devine,165,68,L,L
janesje01,1946,Gerald Joseph,205,76,R,R
janispa01,1982,Paul Ryan,200,74,R,R
jankotr01,1991,Travis Paul,190,75,L,R
janowvi01,1930,Victor Felix,185,69,R,R
janseke01,1987,Kenley Geronimo,265,77,B,R
jansela01,1920,Lawrence Joseph,190,74,R,R
jansera01,1889,Raymond William,155,71,R,R
janssca01,1981,Robert Casey,205,76,R,R
jantzhe01,1890,Walter Charles,170,71,R,R
janvrha01,1892,Harold Chandler,168,71,R,R
janzema01,1973,Martin Thomas,197,75,R,R
jaramja01,1982,Jason Cory,215,72,B,R
jarvike01,1969,Kevin Thomas,200,74,L,R
jarvipa01,1941,Robert Patrick,180,70,R,R
jarvira01,1946,Raymond Arnold,198,74,R,R
jarviro01,1926,Leroy Gilbert,160,69,R,R
jasojo01,1983,John Edward,205,74,L,R
jaspehi01,1886,Henry W.,180,71,R,R
jastela01,1944,Larry Edward,190,75,L,L
jatapa01,1949,Paul,190,73,R,R
javeral01,1918,Alva William,183,75,R,R
javieal01,1954,Ignacio Alfred,170,71,R,R
javieju01,1936,Manuel Julian,175,73,R,R
javiest01,1964,Stanley Julian Antonio,185,72,B,R
jayjo01,1935,Joseph Richard,228,76,B,R
jayjo02,1985,Jonathan Henry,195,71,L,L
jeando01,1969,Domingo,175,74,R,R
jeanete01,1900,Ernest Lee,176,72,R,R
jeffcge01,1913,George Edward,175,71,R,R
jeffcha01,1924,Harold Bentley,185,70,R,R
jeffcmi01,1959,James Michael,187,74,L,L
jeffegr01,1967,Gregory Scott,175,71,B,R
jeffeje01,1949,Jesse Harrison,188,75,R,R
jeffere01,1968,Reginald Jirod,210,76,B,L
jeffest01,1962,Stanley,175,71,B,R
jeffrir01,1905,Irvine Franklin,175,70,R,R
jeffrje01,1987,Jeremy Ross,215,72,R,R
jelicch01,1963,Christopher John,180,71,R,R
jelinfr01,1917,Frank Anthony,198,74,R,R
jelksgr01,1961,Gregory Dion,189,74,R,R
jeltzst01,1959,Larry Steven,180,71,B,R
jenkich01,1987,Stephen Chadwick,235,76,R,R
jenkife01,1942,Ferguson Arthur,205,77,R,R
jenkige01,1974,Geoffrey Scott,205,73,L,R
jenkija01,1942,Warren Washington,195,74,R,R
jenkijo01,1890,Joseph Daniel,170,71,R,R
jenkijo02,1896,John Robert,160,68,R,R
jenkito01,1898,Thomas Griffith,174,73,L,R
jenksbo01,1981,Robert Scott,275,76,R,R
jennial01,1850,Alfred Gorden,,,,
jennibi01,1925,William Lee,175,74,R,R
jennida01,1987,Daniel Lee,210,75,L,L
jennida99,1960,Daniel Ray,,,,
jennide01,1986,Desmond Delane,210,74,R,R
jennido01,1964,James Douglas,175,70,L,L
jennihu01,1869,Hugh Ambrose,165,68,R,R
jennija01,1978,Jason Ryan,235,74,L,R
jenniro01,1972,Robin Christopher,205,74,L,L
jenseja01,1927,Jack Eugene,190,71,R,R
jensema01,1972,Marcus Christian,195,76,B,R
jensery01,1975,Larry Ryan,205,72,R,R
jensewi01,1889,William Christian,170,71,L,R
jensewo01,1907,Forrest Docenus,160,70,L,L
jepseke01,1984,Kevin Martin,235,75,R,R
jerzemi01,1972,Michael Joseph,185,73,R,R
jesseda01,1901,Daniel Edward,165,70,L,R
jestaga01,1947,Garry Arthur,188,74,R,R
jestevi01,1927,Virgil Milton,188,71,R,R
jeterde01,1974,Derek Sanderson,195,75,R,R
jeterjo01,1944,John,180,73,R,R
jetersh01,1966,Shawn Darrell,185,74,L,R
jethrsa01,1917,Samuel,178,73,B,R
jewetna01,1844,Nathan W.,137,69,,
jimence01,1984,Cesar Enrique,215,72,L,L
jimenda01,1977,D'Angelo,190,72,B,R
jimenel01,1940,Felix Elvio,170,69,R,R
jimenge01,1962,German,200,71,L,L
jimenho01,1957,Alfonso,144,68,R,R
jimenja01,1976,Jason Jon,205,74,R,L
jimenjo01,1973,Jose,170,75,R,R
jimenju01,1949,Juan Antonio,165,73,R,R
jimenke01,1980,Kelvin Rogelio,195,74,R,R
jimenlu01,1982,Luis Antonio,280,75,L,L
jimenlu02,1988,Luis Domingo,205,73,R,R
jimenma01,1938,Manuel Emilio,185,73,L,R
jimenmi01,1969,Miguel Anthony,205,74,R,R
jimenub01,1984,Ubaldo,210,77,R,R
jimerch01,1979,Charlton Maxwell,210,75,R,R
joaquwa01,1986,Waldis,230,75,R,R
jodiebr01,1977,Brett Paul,208,76,R,R
johjike01,1976,Kenji,205,72,R,R
johnsab01,,Abraham,,,,
johnsab02,1871,Ebenezer Tremayne,165,69,,
johnsad01,1979,Adam Bryant,210,74,R,R
johnsal01,1942,Alexander,205,72,R,R
johnsal02,1983,Thomas Alan,180,73,R,R
johnsar01,1897,Arthur Gilbert,167,73,B,L
johnsar02,1919,Arthur Henry,185,74,L,L
johnsau01,1899,Augustus Francis,170,68,L,L
johnsba01,1950,Clair Barth,190,77,R,R
johnsba99,1865,Byron Bancroft,,,,
johnsbe01,1931,Benjamin Franklin,190,74,R,R
johnsbe02,1981,Benjamin Joseph,200,73,R,R
johnsbi01,1961,William F.,167,,L,L
johnsbi02,1892,William Lawrence,170,71,L,R
johnsbi03,1918,William Russell,180,70,R,R
johnsbi04,1960,William Charles,205,77,R,R
johnsbo01,1905,Robert Lee,180,72,R,R
johnsbo02,1936,Robert Wallace,175,70,R,R
johnsbo03,1943,Robert Dale,220,76,L,R
johnsbo04,1959,Bobby Earl,195,75,R,R
johnsbr01,1968,Brian David,210,74,R,R
johnsbr02,1990,Christopher Brian,235,76,L,L
johnsca01,1848,William Penn,,66,,
johnsch01,1885,Charles Cleveland,150,69,L,L
johnsch02,1886,George Howard,190,71,R,R
johnsch03,1917,Chester Lillis,175,72,L,L
johnsch04,1971,Charles Edward,215,74,R,R
johnsch05,1984,Christopher Dalton,225,75,R,R
johnscl01,1947,Clifford,215,76,R,R
johnsco01,1922,Clifford,200,76,R,R
johnsda01,1928,Darrell Dean,180,73,R,R
johnsda02,1943,David Allen,170,73,R,R
johnsda03,1948,David Charles,183,73,R,R
johnsda04,1959,David Wayne,180,70,R,R
johnsda05,1963,Dane Edward,205,77,R,R
johnsda06,1979,Daniel Ryan,210,74,L,R
johnsde01,1938,Deron Roger,200,74,R,R
johnsdi01,1863,Richard Frederick,155,68,R,R
johnsdo01,1887,Wheeler Roger,170,72,L,L
johnsdo02,1911,Donald Spore,170,72,R,R
johnsdo03,1926,Donald Roy,200,75,R,R
johnsdo04,1967,Douglas Alan,185,74,R,L
johnsea01,1919,Earl Douglas,190,75,L,L
johnsed01,1899,Edwin Cyril,160,69,L,R
johnsel01,1884,Elmer Ellsworth,185,69,R,R
johnsel02,1984,Elliot Tyler,190,73,B,R
johnser01,1888,Ernest Rudolph,151,69,L,R
johnser02,1924,Ernest Thorwald,190,75,R,R
johnser03,1965,Erik Anthony,175,71,R,R
johnser04,1989,Erik Craig,230,75,R,R
johnsfo01,1932,Richard Allan,175,71,L,L
johnsfr01,1894,Frederick Edward,185,72,R,R
johnsfr02,1899,Wilfred Ivy,170,71,R,R
johnsfr03,1942,Frank Herbert,155,73,R,R
johnsga01,1975,Gerald Clyde,210,75,L,L
johnsgr01,1955,Gregory Bernard,175,72,L,L
johnsha01,1906,Henry Ward,175,71,R,R
johnsho01,1960,Howard Michael,178,71,B,R
johnsja01,1945,John William,175,73,L,R
johnsja02,1973,Jason Michael,225,78,R,R
johnsje01,1943,Jerry Michael,200,75,R,R
johnsje02,1966,William Jeffrey,200,75,R,L
johnsji01,1889,James Harle,160,70,R,R
johnsji02,1894,Russell Conwell,172,69,R,R
johnsji03,1945,James Brian,175,71,L,L
johnsji04,1983,James Robert,240,78,R,R
johnsjo01,1869,John Louis,165,70,,L
johnsjo02,1890,John Thomas,172,71,L,R
johnsjo03,1914,John Clifford,182,72,L,L
johnsjo04,1956,John Henry,190,74,L,L
johnsjo05,1961,Joseph Richard,195,74,R,R
johnsjo06,1967,Joel Raymond,218,77,R,R
johnsjo07,1968,John William,195,75,R,R
johnsjo08,1974,Jonathan Kent,180,72,R,R
johnsjo09,1984,Joshua Michael,250,79,L,R
johnsju99,1899,William Julius,150,71,R,R
johnske01,1923,Kenneth Wandersee,185,73,L,L
johnske02,1933,Kenneth Travis,210,76,R,R
johnske03,1971,Robert Keith,175,73,R,R
johnske04,1971,Keith,200,71,R,R
johnske05,1982,Kelly Andrew,195,73,L,R
johnskr01,1984,Kristofer Michael,205,76,L,L
johnsla01,1950,Larry Doby,185,72,R,R
johnsla02,1950,Lamar,215,74,R,R
johnsla03,1963,Kenneth Lance,160,70,L,L
johnsll01,1910,Lloyd William,204,76,L,L
johnslo01,1934,Louis Brown,170,71,R,R
johnsma01,1967,Mark Patrick,230,76,L,L
johnsma02,1975,Mark Landon,185,72,L,R
johnsma03,1975,Mark J.,226,75,R,R
johnsmi01,1951,Michael Norton,185,73,R,R
johnsmi02,1975,Michael Keith,175,74,L,R
johnsmi03,1979,Michael Charles,215,74,L,L
johnsmi04,1990,Micah Drew,210,72,L,R
johnsni01,1978,Nicholas Robert,235,75,L,L
johnsol01,1879,Oliver Tracy,,,L,L
johnsot01,1883,Otis L.,185,69,B,R
johnspa01,1896,Paul Oscar,160,68,R,R
johnspe01,1888,William R.,165,70,R,R
johnsra01,1888,Adam Rankin,185,73,R,R
johnsra02,1917,Adam Rankin,177,75,R,R
johnsra03,1958,Randall Stuart,195,74,L,L
johnsra04,1956,Randall Glenn,190,73,R,R
johnsra05,1963,Randall David,225,82,R,L
johnsre01,1937,Rex David,202,73,B,R
johnsre02,1976,Reed Cameron,180,70,R,R
johnsro01,1895,Roy,185,72,R,R
johnsro02,1903,Roy Cleveland,175,69,L,R
johnsro03,1956,Ronald David,215,75,R,R
johnsro04,1959,Roy Edward,205,76,L,L
johnsro05,1958,Rondin Allen,160,70,B,R
johnsro06,1976,Rontrez DeMon,160,70,R,R
johnsro07,1982,Robert James,220,73,R,R
johnsru01,1973,William Russell,185,70,R,R
johnssi01,1906,Silas Kenneth,185,71,R,R
johnssp01,1856,James Ralph,175,69,L,L
johnsst01,1937,Stanley Lucius,180,70,L,L
johnsst02,1987,Steven David,220,73,R,R
johnssy01,1900,Sylvester W.,180,71,R,R
johnsti01,1949,Timothy Evald,170,73,L,R
johnsto01,1851,Thomas Pearce,170,71,,
johnsto02,1951,Thomas Raymond,185,73,R,R
johnsto03,1956,Anthony Clair,195,75,R,R
johnsty01,1981,Tyler James,180,74,B,L
johnsvi01,1920,Victor Oscar,160,72,R,L
johnswa01,1887,Walter Perry,200,73,R,R
johnswa02,1892,Ellis Walter,180,72,R,R
johnswa03,1956,Wallace Darnell,173,72,B,R
johnsyo01,1873,John Gottfred,,,,R
johnto01,1943,Thomas Edward,180,75,R,L
joinero01,1906,Roy Merrill,170,72,L,L
jokiser01,1989,Eric Spenser,205,74,R,L
jokst01,1926,Stanley Edward,190,72,R,R
jollesm01,1902,Smead Powell,210,75,L,R
jollyda01,1924,David,160,72,R,R
jones01,1847,Levin T.,,,,
jones02,,,,,,
jones03,,,,,,
jonesad01,1985,Adam La Marque,215,74,R,R
jonesal01,1869,Alexander M.,170,69,L,L
jonesal02,1959,Alfornia,210,76,R,R
jonesan01,1977,Andruw Rudolf,225,73,R,R
jonesar01,1906,Arthur Lennox,165,72,R,R
jonesba01,1963,Barry Louis,225,76,R,R
jonesbi01,,William,,,,
jonesbi02,1887,William Dennis,157,66,L,R
jonesbi03,1899,John Joseph,154,69,R,R
jonesbo01,1889,Robert Walter,170,72,L,R
jonesbo02,1949,Robert Oliver,195,74,L,L
jonesbo03,1970,Robert Joseph,210,76,R,R
jonesbo04,1972,Robert Mitchell,185,72,R,L
jonesbr01,1898,Jesse Frank,154,69,R,R
jonesbr02,1983,Brandon Lamon,215,73,L,R
jonesbu01,1870,Charles Leander,,,R,R
jonesca01,1963,Calvin Douglas,185,75,R,R
jonesch01,1852,Charles Wesley,202,71,R,R
jonesch02,1861,Charles F.,,,,
jonesch03,1876,Charles Claude,165,73,R,R
jonesch04,1957,Christopher Dale,183,72,L,L
jonesch05,1965,Christopher Carlos,200,74,R,R
jonesch06,1972,Larry Wayne,210,76,B,R
jonescl01,1942,Cleon Joseph,185,72,R,L
jonescl02,1941,Clarence Woodrow,185,74,L,L
jonesco01,1874,Albert Edward,160,71,L,L
jonesco02,1907,Coburn Dyas,155,67,B,R
jonesda01,1880,David Jefferson,165,70,L,R
jonesda02,1918,Dale Eldon,172,73,R,R
jonesda03,1943,James Dalton,180,73,L,R
jonesda04,1951,Darryl Lee,175,70,R,R
jonesda05,1970,Dax Xenos,180,72,R,R
jonesde01,1893,Carroll Elmer,174,73,R,R
jonesde02,1934,Grover William,185,70,L,R
jonesdi01,1902,Decatur Poindexter,184,72,L,R
jonesdo01,1957,Douglas Reid,195,75,R,R
jonesea01,1919,Earl Leslie,190,70,L,L
jonesel01,1882,Elijah Albert,,71,R,R
jonesfi01,1871,Fielder Allison,180,71,L,R
jonesfr01,1858,Frank M.,155,68,L,
jonesga01,1945,Gareth Howell,191,72,L,L
jonesga02,1981,Garrett Thomas,235,77,L,L
jonesgo01,1930,Gordon Bassett,185,72,R,R
jonesgr01,1976,Greg Alan,190,74,R,R
jonesha01,1936,Harold Marion,194,74,R,R
joneshe01,1857,Henry Monroe,149,66,B,
joneshe02,,Henry,150,66,,R
jonesho01,1897,Howard,165,71,L,L
joneshu01,1984,David Hunter,250,76,L,L
jonesja01,1859,Uriah Louis,,,R,R
jonesja02,1860,Daniel Albion,,,,R
jonesja03,1920,James Murrell,197,75,R,R
jonesja04,1975,Jacque Dewayne,175,70,L,L
jonesja05,1976,Jason Dewey,210,75,B,R
jonesja06,1988,James Steven,200,76,L,L
jonesje01,1956,Jeffrey Allen,210,75,R,R
jonesje02,1957,Jeffrey Raymond,200,74,R,R
jonesji01,1876,James Tilford,162,70,R,R
jonesji02,1964,James Condia,175,74,R,R
jonesjo01,1892,John Paul,151,73,R,R
jonesjo02,1901,John William,185,71,L,L
joneske01,1903,Kenneth Frederick,193,75,R,R
jonesly01,1953,Lynn Morris,175,69,R,R
jonesma01,1938,Mack F.,180,73,L,R
jonesma02,1975,Marcus Ray,235,77,R,R
jonesmi01,1865,Michael,168,71,L,L
jonesmi02,1959,Michael Carl,215,78,L,L
jonesmi03,1977,Mitchell C.,215,72,R,R
jonesna01,1986,Nathan Andrew,220,77,R,R
jonesni01,1925,Vernal Leroy,185,73,R,R
jonesod01,1953,Odell,175,75,R,R
jonesos01,1879,Oscar Lafayette,163,67,R,R
jonespe01,1899,Percy Lee,175,71,R,L
jonesra01,1950,Randall Leo,178,72,R,L
jonesre01,1911,Morris E.,190,75,L,R
jonesri01,1955,Thomas Frederick,190,77,L,L
jonesri02,1958,Ricky Miron,186,75,R,R
jonesro01,1960,Ross A.,185,74,R,R
jonesro02,1964,Ronald Glen,195,70,L,R
jonesru01,1955,Ruppert Sanderson,170,70,L,L
jonessa01,1892,Samuel Pond,170,72,R,R
jonessa02,1925,Samuel,192,76,R,R
jonessh01,1922,Sheldon Leslie,180,72,R,R
jonessh02,1935,Sherman Jarvis,205,76,L,R
jonesst01,1941,Steven Howell,175,70,L,L
jonesst02,1967,Joseph Stacy,225,78,R,R
joneste01,1885,William Roderick,192,72,R,R
joneste02,1971,Terry Lee,165,70,B,R
jonesti01,1954,Timothy Byron,220,77,B,R
jonesti02,1962,William Timothy,172,70,L,R
jonesto01,1874,Thomas,195,73,R,R
jonesto02,1968,Todd Barton Givin,200,75,L,R
jonestr01,1961,Tracy Donald,180,75,R,R
joneswi01,1925,Willie Edward,188,73,R,R
jonnabu01,1897,Clarence James,185,73,R,R
jonnacl01,1897,Claude Alfred,165,73,R,R
joosted01,1916,Edwin David,175,72,R,R
jordabr01,1967,Brian O'Neal,205,73,R,R
jordabu01,1907,Baxter Byerly,170,72,L,R
jordach01,1871,Charles T.,,,,
jordadu01,1880,Adolf Otto,185,70,R,R
jordaha01,1873,Harry James,,,,
jordaji01,1908,James William,157,69,R,R
jordake01,1969,Kevin Wayne,185,73,R,R
jordami01,1863,Michael Henry,155,67,,
jordami02,1927,Milton Mignot,207,74,R,R
jordani01,1925,Niles Chapman,180,71,L,L
jordari01,1889,Raymond Willis,172,72,L,R
jordari02,1965,Paul Scott,210,77,R,R
jordari03,1970,Ricardo,175,72,L,L
jordasc01,1963,Scott Allan,175,72,R,R
jordasl01,1878,Clarence Veasey,190,73,L,L
jordata01,1989,Taylor J.,210,77,R,R
jordati01,1879,Timothy Joseph,170,73,L,L
jordato01,1919,Thomas Jefferson,195,73,R,R
jorgear01,1905,Arndt Ludwig,160,69,R,R
jorgemi01,1948,Michael,195,72,L,L
jorgeor01,1908,Orville Edwin,180,73,R,R
jorgepi01,1914,Carl,195,73,R,R
jorgery01,1979,Ryan Wayne,220,74,R,R
jorgesp01,1919,John Donald,155,69,L,R
jorgete01,1966,Terry Allen,208,76,R,R
josefe01,1965,Domingo Felix Andujar,190,73,B,R
josepca01,1986,Caleb Martin,180,75,R,R
josepco01,1988,Corban Raymond,185,72,L,R
josepdo01,1987,Don Atley,190,75,L,L
josepdu01,1942,Duane Charles,190,72,R,R
josepke01,1976,Kevin John,200,76,R,R
josepri01,1939,Ricardo Emelindo,192,73,R,R
joshuvo01,1948,Von Everett,170,70,L,L
jossad01,1880,Adrian,185,75,R,R
jourdte01,1895,Theodore Charles,175,72,L,L
journji01,1977,James Richard,200,76,R,R
joyce01,1847,George W.,,,,
joycebi01,1867,William Michael,185,71,L,R
joycebo01,1915,Robert Emmett,180,73,R,R
joycedi01,1943,Richard Edward,225,77,L,L
joycema01,1984,Matthew Ryan,200,74,L,R
joycemi01,1941,Michael Lewis,193,74,R,R
joynewa01,1962,Wallace Keith,185,74,L,L
joypo01,1860,Aloysius C.,,,,
juddmi01,1975,Michael Galen,200,74,R,R
juddos01,1908,Thomas William Oscar,180,72,L,L
juddra01,1901,Ralph Wesley,170,70,L,R
judefr01,1884,Frank,150,67,R,R
judenje01,1971,Jeffrey Daniel,245,79,R,R
judgejo01,1894,Joseph Ignatius,155,68,L,L
judniwa01,1916,Walter Franklin,205,73,L,L
judsoho01,1926,Howard Kolls,195,73,R,R
judyjo01,1986,Josh Steven,210,76,R,R
judyly01,1913,Lyle Leroy,150,70,R,R
juelire01,1916,John Samuel,170,71,R,R
juliojo01,1979,Jorge Dandys,190,73,R,R
jumonge01,1917,George Benedict,175,72,R,R
jungeer01,1977,Eric DeBari,220,77,R,R
jungeke01,1916,Kenneth Peter,180,73,R,R
jungmta01,1989,Taylor Heath,220,78,R,R
juraked01,1957,Edward James,185,74,R,R
jurewmi01,1945,Michael Allen,205,75,B,L
jurgebi01,1908,William Frederick,175,71,R,R
jurisal01,1921,Alvin Joseph,193,74,R,R
jurrjja01,1986,Jair Francoise,200,73,R,R
justida01,1966,David Christopher,195,75,L,L
justiwa01,1883,Walter Newton,195,71,R,R
justjo01,1916,Joseph Erwin,185,71,R,R
jutzesk01,1946,Alfred Henry,190,71,R,R
juulhe01,1886,Herbert Victor,150,71,L,L
juulhe02,1893,Earl Herold,150,69,R,R
kaaihki01,1984,Micah Kila,240,76,L,R
kaatji01,1938,James Lee,205,76,L,L
kadinja01,1884,John Frederick,190,75,R,R
kaforja01,1888,Frank Jacob,180,72,R,R
kahdoik01,1899,Isaac Leonard,145,65,R,R
kahlebo01,1915,Robert Wayne,170,72,R,R
kahlege01,1889,George Runnells,183,72,R,R
kahlni01,1879,Nicholas Alexander,185,69,R,R
kahnlto01,1989,Thomas R.,235,73,R,R
kahnow01,1903,Owen Earle,160,71,R,R
kahoemi01,1873,Michael Joseph,185,72,R,R
kainedo01,1955,Donald Wayne,205,75,R,R
kaiseal01,1886,Alfred Edward,165,69,R,R
kaisebo01,1950,Robert Thomas,175,70,B,L
kaisedo01,1935,Clyde Donald,195,77,R,R
kaisege01,1893,George,175,72,R,R
kaiseje01,1960,Jeffrey Patrick,195,75,R,L
kalahjo01,1878,John Joseph,165,72,R,R
kalbfch01,1864,Charles Henry,145,71,R,R
kalfabi01,1916,William Philip,190,75,R,L
kalinal01,1934,Albert William,175,73,R,R
kalinfr01,1917,Frank Bruno,200,72,R,R
kalisry01,1988,Ryan Michael,215,72,L,L
kalliru01,1892,Rudolph,160,70,R,R
kamiesc01,1964,Scott Andrew,195,72,R,R
kammebo01,1950,Robert Lynn,210,76,R,R
kammwi01,1900,William Edward,170,70,R,R
kampik01,1900,Alphonse Francis,170,72,B,L
kampoal01,1912,Alexis William,155,68,R,R
kanefr01,1895,Francis Thomas,175,71,L,R
kaneha01,1883,Harry,165,72,L,L
kanehro01,1934,Roderick Edwin,180,73,R,R
kaneje01,1866,William Jeremiah,175,72,R,R
kaneji01,1881,James Joseph,225,74,L,L
kanejo01,1882,John Francis,138,66,R,R
kanejo02,1900,John Francis,162,70,B,R
kaneto01,1906,Thomas Joseph,160,70,R,R
kangju01,1987,Jung Ho,205,72,R,R
kantler01,1892,Erving Leslie,190,72,L,L
kaplega01,1975,Gabriel Stefan,190,74,R,R
